04,05,24,54,61,25
06,15,18,23,31,07
16,21,27,31,66,04
12,18,34,38,56,04
08,25,47,51,53,10
10,22,28,32,57,25
20,36,42,48,55,06
03,04,31,45,66,01
11,12,14,66,67,14
09,11,16,18,22,05
12,22,24,32,47,11
22,32,53,56,67,08
11,28,32,36,51,13
23,29,46,49,51,07
19,41,46,48,60,03
16,20,40,53,58,14
14,17,47,61,63,15
11,21,26,29,52,20
11,17,22,62,67,14
05,33,57,59,65,01
02,08,13,19,28,04
16,21,22,25,68,13
11,40,43,54,58,10
10,19,30,56,62,14
04,05,45,52,56,11
25,43,48,60,66,06
21,41,52,61,63,03
02,19,30,37,40,16
01,29,43,52,54,19
08,14,15,34,45,14
03,15,26,28,55,06
12,15,24,33,69,06
15,29,46,52,55,22
27,36,44,56,59,16
15,37,41,59,65,18
01,19,24,28,49,24
13,20,44,48,63,22
03,13,21,32,37,22
10,25,50,58,66,02
31,32,53,62,65,18
04,25,26,57,61,03
07,10,23,51,67,07
20,25,27,29,59,22
23,32,42,44,61,20
01,08,18,50,57,02
17,21,25,32,47,18
14,30,59,62,66,26
06,18,37,41,57,15
02,21,39,40,64,06
05,15,17,31,60,17
22,38,50,51,60,16
04,27,47,53,67,01
21,34,45,50,62,10
18,28,49,51,56,22
03,17,19,66,67,01
04,20,38,45,68,18
01,19,22,36,57,07
03,20,35,48,67,25
03,10,18,52,67,14
04,35,52,66,68,12
02,04,06,34,63,17
07,08,26,30,31,13
12,27,35,64,65,05
20,37,48,54,58,25
19,20,22,28,46,12
34,39,41,43,62,11
20,29,38,44,69,21
05,12,38,52,64,05
07,18,26,29,42,13
21,27,47,66,69,21
11,23,36,54,68,02
13,29,35,48,52,07
08,19,33,62,65,09
14,16,52,55,66,03
02,10,29,43,69,05
20,48,55,64,67,23
09,13,37,50,64,26
04,13,32,45,67,23
08,09,28,44,61,04
24,25,30,31,35,03
